Date,Location,Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),ORP,Initials,Notes
2018-07-05,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-10,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-19,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-27,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-06,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-13,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-19,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-10-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-08,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-15,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-18,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMT,NA
2018-11-20,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL, KM",NA
2018-11-30,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AB, KL",NA
2018-12-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2018-12-06,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, FL",NA
2018-12-07,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2018-12-13,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-12-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-01-03,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, FL",NA
2019-01-19,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-01-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-01-31,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-28,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-07,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-14,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-22,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-28,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-04,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-11,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-18,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-05-02,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-05-17,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-05-31,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, LC, ES",NA
2019-06-07,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA
2019-06-11,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JT, KM, DT",NA
2019-06-14,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, KM",NA
2019-06-18,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JT, KM",NA
2019-06-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, JT",NA
2019-06-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-06-28,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, JT",NA
2019-07-02,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-05,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-09,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-07-12,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-07-16,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-19,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-07-23,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-26,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-30,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-08-02,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-08-09,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-08-16,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-08-23,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-09-06,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-09-13,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-09-20,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-09-27,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-10-17,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-10-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-08,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-15,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-22,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-27,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-12-20,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-12-27,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-03,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-10,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-17,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-24,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-31,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-07,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-14,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-21,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-28,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-06,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-13,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-20,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL/KM,NA
2020-03-28,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-03,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-10,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-17,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-25,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-05-01,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-05-08,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-05-15,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-05-22,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL/KM,NA
2020-05-29,Raceway 1,3,1.14,0.9,1.5,8.52,234,NA,NA,NA,NA,KL/KM,NA
2020-06-05,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-06-12,Raceway 1,0,1.07,0.9,0.9,8.29,NA,NA,NA,NA,NA,KM,NA
2020-06-19,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-06-26,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-03,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-10,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-17,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-07-24,Raceway 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-07-28,Raceway 1,3,0.98,1,1,NA,237,1.65,0.009,NA,NA,KL,NA
2020-07-31,Raceway 1,0,0.95,0.6,1,8.26,222,1.29,0.007,NA,NA,KM,NA
2020-08-07,Raceway 1,1,0.94,0.9,0.9,8.28,217,0.76,0.004,NA,NA,KM,NA
2020-08-14,Raceway 1,3,0.61,0.9,1.5,NA,213,0.2,0.062,NA,NA,KL,NA
2020-08-21,Raceway 1,6,0.57,1.5,1.6,NA,190,0.84,0.011,NA,NA,KL,NA
2020-08-28,Raceway 1,5,0.38,1.5,1.1,8.21,183,1,0.008,NA,NA,KL,NA
2020-09-04,Raceway 1,7,0.25,1.1,1.3,NA,140,0.45,0.003,NA,NA,KL,NA
2020-09-11,Raceway 1,2,0.12,1.5,1.8,8.17,134,0.39,0.003,NA,NA,KL & DMT,NA
2020-09-18,Raceway 1,3,0.05,1.7,1.6,8.21,164,0.1,0,NA,NA,"KM, BS & DMT",NA
2020-09-25,Raceway 1,1,0.07,1.5,3.5,8.12,94,0,0,NA,NA,KM/BS,NA
2020-10-02,Raceway 1,0,0.03,2,3.3,8.21,109,0.52,0.019,NA,NA,BS,NA
2020-10-09,Raceway 1,9,0.09,1.7,2.2,8.21,111,0.32,0.003,NA,NA,BS,NA
2020-10-16,Raceway 1,15,0.05,2.1,2.5,8.29,177,0.15,0.012,NA,NA,BS,NA
2020-10-23,Raceway 1,3,0,2,3,8.18,138,0.31,0.01,NA,NA,BS,NA
2020-10-30,Raceway 1,6,0.15,1.7,1.6,8.27,124,0.35,0.012,NA,NA,BS,NA
2020-11-06,Raceway 1,15,0.06,1.4,1.7,8.18,137,0.35,0.007,NA,NA,BS,NA
2020-11-13,Raceway 1,8,0.31,1.1,1.2,NA,101,0.49,0.082,NA,NA,KL?,NA
2020-11-20,Raceway 1,3,0.11,1.6,1.7,8.03,96,1.6,0.002,NA,NA,BS,NA
2020-11-27,Raceway 1,3,0,1.3,2.8,7.99,85,0.3,0.084,NA,NA,BS,NA
2020-12-04,Raceway 1,2,0,1.4,1,7.97,103,0.21,0,NA,NA,BS,NA
2020-12-11,Raceway 1,5,0,1.5,1.5,8.06,125,0.3,0.003,NA,NA,BS,NA
2020-12-18,Raceway 1,0,0.07,1.1,1.9,8.11,104,0.33,0.007,NA,NA,DMT,NA
2020-12-25,Raceway 1,2,0.07,1.2,1.7,8.12,122,0.37,0.003,NA,NA,DMT,NA
2021-01-01,Raceway 1,4,0,0.8,1,8.12,127,0.3,0,NA,NA,"DMT,MR",NA
2021-01-08,Raceway 1,5,0.03,1.4,1.8,8.12,121,0.37,0,NA,NA,"BS,MR,DMT",NA
2021-01-15,Raceway 1,0,0.11,1.5,2.3,8.12,69,0.29,0.005,NA,NA,"BS, MR",NA
2021-01-22,Raceway 1,0,0.04,1.8,2.5,8.14,138,0.5,0.003,NA,NA,MR,NA
2021-01-29,Raceway 1,0,0,1.5,2.5,8.09,116,0.36,0.012,NA,NA,"BS, MR",NA
2021-02-05,Raceway 1,0,0.05,1.3,1.3,8.11,134,NA,0,NA,NA,"BS, MR",NA
2021-02-12,Raceway 1,4,0,1.5,1.5,8.16,139,0.45,0.002,NA,NA,"BS, MR, KM",NA
2021-02-19,Raceway 1,7,0.05,1.5,2.1,8.26,143,0.56,0,NA,NA,"BS, MR",NA
2021-03-05,Raceway 1,3,0.1,0.9,1.3,8.2,156,1.86,0.013,NA,NA,BS,NA
2021-03-12,Raceway 1,3,0.08,1.1,1.6,8.29,161,NA,0.004,NA,NA,MR,NA
2021-03-19,Raceway 1,3,0.06,1.3,2.2,8.26,165,NA,0.011,NA,NA,MR,NA
2021-03-26,Raceway 1,0,0,0.05,1.8,8.26,152,NA,0,NA,NA,"MR, BS",NA
2021-04-02,Raceway 1,2,0.09,1.7,2,8.36,158,NA,0.015,NA,NA,BS,NA
2021-04-09,Raceway 1,0,0.14,1,1.3,8.28,174,NA,0.008,NA,NA,"BS, MR",NA
2021-04-16,Raceway 1,0,0.04,1.5,2.3,0,126,NA,0.005,NA,NA,"BS, MR, KM",NA
2021-04-23,Raceway 1,5,0.11,1.6,1.7,7.97,123,NA,0.001,NA,NA,"MR, KM",NA
2021-04-30,Raceway 1,0,0.04,1.5,2.2,8.03,112,NA,0,NA,NA,"BS, MR, KM",NA
2021-05-07,Raceway 1,0,0.07,1.4,1.6,8.1,113,2.16,0.007,NA,NA,"MR, BS",NA
2021-05-14,Raceway 1,0,0.02,1.4,1,8.21,116,0.92,0,NA,NA,"km,bs",NA
2021-05-21,Raceway 1,2,0.01,1.4,2.1,8.36,138,1.16,0.004,NA,NA,MR,NA
2021-05-28,Raceway 1,0,0.04,1.8,1.7,8.27,123,1.64,0,NA,NA,MR,NA
2021-06-04,Raceway 1,0,0.09,1.7,1.8,8.04,103,NA,0,NA,NA,"MR,BS",NA
2021-06-11,Raceway 1,0,0.1,0.7,0.6,8.21,110,NA,0,NA,NA,BS,NA
2021-06-18,Raceway 1,0,0.09,1.4,1.4,8.28,130,2.19,NA,NA,NA,"BS, MR, DS",NA
2021-06-25,Raceway 1,6,0.19,1.6,1.6,8.23,128,NA,0.014,NA,NA,"BS,KM,DS",NA
2021-07-02,Raceway 1,3,0,1.7,0.5,8.22,125,NA,0.007,NA,NA,"BS, KM",NA
2021-07-09,Raceway 1,3,0.12,1.5,2,8.18,119,2.18,0,NA,NA,"BS, MR, DS",NA
2021-07-16,Raceway 1,0,0.15,1.4,1.2,8.11,114,1.86,0.007,NA,NA,"MR,DS",NA
2021-07-23,Raceway 1,0,0.09,2.2,3.3,8.18,109,1.97,0.009,NA,NA,"MR, DS",NA
2021-07-30,Raceway 1,0,0.06,1.4,1.3,8.13,111,1.99,0,NA,NA,MR,NA
2021-08-06,Raceway 1,0,0.1,1.7,2.7,8.11,117,1.79,0,NA,NA,"MR, KM",NA
2021-08-13,Raceway 1,0,0.1,1.5,1.8,8.15,108,1.91,0.012,NA,NA,MR,NA
2021-08-20,Raceway 1,0,0.11,1.6,1.8,8.19,109,2.01,0.012,NA,NA,"MR, DS",NA
2021-08-27,Raceway 1,7,0.12,1.9,2.5,8.17,115,2.11,0,NA,NA,"MR, DS",NA
2021-09-03,Raceway 1,0,0.05,1.9,1.9,8.22,106,NA,0.005,NA,NA,"MR, DS",NA
2021-09-10,Raceway 1,0,0.05,1.4,1.9,8.14,107,2.14,0.004,NA,NA,"MR, DS",NA
2021-09-17,Raceway 1,4,0.1,1.4,1.9,8.09,96,2.14,0.008,NA,NA,"MR, DS",NA
2021-09-24,Raceway 1,0,0.04,1.5,2,8.09,96,NA,0.008,NA,NA,"MR, DS",NA
2021-10-01,Raceway 1,0,0.08,1.4,1.8,8.17,109,NA,0.006,NA,NA,"MR, DS",NA
2021-10-08,Raceway 1,0,0.12,1.4,2.3,NA,101,NA,0.003,NA,NA,"MR, KM",NA
2021-10-15,Raceway 1,1,0.12,1,0.7,7.93,78,NA,0.005,NA,NA,"MR, DS",NA
2021-10-22,Raceway 1,0,0.04,1,1.5,8.19,108,NA,0,NA,NA,"MR, DS",NA
2021-10-29,Raceway 1,0,0.07,1.1,1.1,8.08,101,NA,0.013,NA,NA,"MR, DS",NA
2021-11-05,Raceway 1,0,0.09,1.1,1.1,8.1,108,2.04,0.005,NA,NA,"MR, DS",NA
2021-11-12,Raceway 1,0,0.1,1.3,1.6,8.09,115,1.62,0.008,NA,NA,MR,NA
2021-11-19,Raceway 1,0,0.02,1.5,1.8,7.9,97,1.28,0,NA,NA,DS,NA
2021-11-26,Raceway 1,0,0.1,1,1.3,7.91,98,0.69,0.007,NA,NA,DS,NA
2021-12-03,Raceway 1,2,0,1.3,1.9,7.88,92,0.24,0.016,NA,NA,DS,NA
2021-12-10,Raceway 1,0,0.07,1,1.5,7.88,93,0.41,0.012,NA,NA,DS,NA
2021-12-17,Raceway 1,0,0.07,0.7,1.3,7.92,101,0.56,0,NA,NA,DS,NA
2021-12-24,Raceway 1,0,0,0.7,0.9,7.89,88,0.38,0.041,NA,NA,DS,NA
2021-12-31,Raceway 1,0,0.06,0.7,0.2,7.95,97.5,0.43,0.002,NA,NA,DT,NA
2022-01-07,Raceway 1,8,0.05,0.9,1,7.92,97,0.77,0.012,NA,NA,DS,NA
2022-01-14,Raceway 1,11,0.15,1,1,7.9,96,0.44,0.016,NA,NA,DS,NA
2022-01-21,Raceway 1,14,0.02,1,1.4,7.93,117,0.51,0.008,NA,NA,DS,NA
2022-01-28,Raceway 1,0,0.05,0.8,0.5,7.89,101,0.74,0.013,NA,NA,"DS, RG, LC",NA
2022-02-04,Raceway 1,3,0.06,1,2.1,7.94,96,0.52,0.047,NA,NA,"DS, RG, LC",NA
2022-02-11,Raceway 1,0,0.04,1.3,0,7.89,103,NA,0.022,NA,NA,"DS, RG, LG",NA
2022-02-18,Raceway 1,0,0.07,0.9,1.5,7.91,98,NA,0.006,NA,NA,"DS, LC",NA
2022-02-25,Raceway 1,0,0.13,0.2,1,7.93,100,0.32,0.004,NA,NA,"DS, LC",NA
2022-03-04,Raceway 1,0,0.04,0.9,0.9,7.83,93,0.33,0.014,NA,NA,LC,NA
2022-03-11,Raceway 1,0,0.05,0.7,1.6,7.94,102,0.28,0,NA,NA,"DS, LC",NA
2022-03-18,Raceway 1,0,0.02,0.7,0.9,7.94,95,0.37,0.035,NA,NA,"LC, ED",NA
2022-03-25,Raceway 1,0,0.08,0.7,1,7.92,87,0.17,0,NA,NA,"LC, DS",NA
2022-04-01,Raceway 1,4,0.04,1,1.4,7.88,101,0.27,0,NA,NA,"LC, DS, RG",NA
2022-04-08,Raceway 1,0,0.06,1,2.8,7.89,92,0.28,0,NA,NA,"LC, DS",NA
2022-04-15,Raceway 1,0,0.02,1.1,1.7,7.92,90,0.13,0,NA,NA,LC,NA
2022-04-22,Raceway 1,0,0.07,1.2,0,7.94,98,0.16,0.001,NA,NA,"LC, DS",NA
2022-04-29,Raceway 1,0,0,1.1,1.4,7.93,99,0.36,0.001,NA,NA,"LC, DS",NA
2022-05-06,Raceway 1,0,0,1.2,2.9,7.87,104,0.22,0.01,NA,NA,"LC, DS",NA
2022-05-13,Raceway 1,0,0,1.2,0.9,7.83,107,0.09,0.01,NA,NA,LC,NA
2022-05-20,Raceway 1,0,0.06,1.3,2.7,7.85,104,0.2,0.011,NA,NA,"LC, DS",NA
2022-05-27,Raceway 1,0,0.05,1.4,2,7.79,102,0.14,0.012,NA,NA,"LC, DS",NA
2022-06-10,Raceway 1,0,0.13,1.3,1.6,NA,97,0.23,0.009,NA,NA,"RG, LC, SK",NA
2022-06-17,Raceway 1,0,0.06,2.03,2.33,7.81,86,0.14,0.001,NA,NA,"DS, AE, LC",NA
2022-06-24,Raceway 1,9,0.08,1.83,2.07,7.71,97,0.12,0.002,NA,NA,"DS, AE, LC",NA
2022-07-01,Raceway 1,0,0.11,NA,NA,7.75,100,0.14,0.011,NA,NA,"DS, AE",NA
2022-07-08,Raceway 1,0,NA,NA,NA,7.86,104,0.2,0.006,NA,NA,"LC, AE",NA
2022-07-15,Raceway 1,0,NA,NA,NA,7.8,103,0.19,0.008,NA,NA,"AE, DS",NA
2022-07-22,Raceway 1,7,NA,NA,NA,7.8,105,0.06,0.032,NA,NA,"AE, DS",NA
2022-07-29,Raceway 1,0,0.01,NA,NA,7.79,108,0.15,0.006,NA,NA,AE,NA
2022-08-05,Raceway 1,2,0.14,1.37,3.13,7.86,109,0.11,0.008,NA,NA,"AE, DS",NA
2022-08-12,Raceway 1,0,0.21,1.63,1.4,7.82,105,0.12,0.027,NA,NA,"AE, DS",NA
2022-08-26,Raceway 1,0,0.02,1.5,2,7.93,111,0.33,0.001,NA,NA,"LC, AW",NA
2022-09-02,Raceway 1,0,0.28,1.6,2.5,7.85,111.5,0.29,0.016,NA,NA,"DS, AW",NA
2022-09-09,Raceway 1,0,0.05,1.7,2.9,7.88,106,0.19,0.011,NA,NA,"DS, LC",NA
2022-09-16,Raceway 1,0,0,1.8,3.2,7.85,105.5,0.21,0.008,NA,NA,DS,NA
2022-09-23,Raceway 1,0,0.1,1.5,1.77,7.87,106,0.17,0.039,NA,NA,"DS, LC, JH",NA
2022-09-30,Raceway 1,0,0.02,1.6,2.27,7.85,97,0.22,0.01,NA,NA,"DS, LC",NA
2022-10-03,Raceway 1,0,0.06,1.4,1.8,NA,97,NA,NA,0,NA,RG,NA
2022-10-07,Raceway 1,0,0,2.43,3.1,7.81,99,0.19,0.014,NA,NA,"DS, JH",NA
2022-10-14,Raceway 1,0,0.03,1.7,1.4,7.91,99,0.31,0.03,NA,NA,"DS, JH",NA
2022-10-25,Raceway 1,0,0.04,1.2,2.1,NA,103,NA,NA,0,NA,RG,NA
2017-12-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-15,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-12,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-31,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-14,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-23,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-08,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-29,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-11,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-22,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-26,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-05,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-04,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-06,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-10-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-10-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
