year,month,variable,mean,median,std,IQR,min,max
2016,June,pH_mV,NA,NA,NA,NA,NA,NA
2016,June,salinity_psu,24.71,24.7,0.11,0.2,24.3,25.1
2016,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,June,temp_c,24.78,24.9,0.67,0.8,23.1,25.7
2016,June,temp_f,76.6,76.89,1.18,1.35,73.62,78.18
2016,June,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,June,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,July,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,July,conductivity_uScm,40705.52,40800,492.27,700,39800,42000
2016,July,do_local_percent,NA,NA,NA,NA,NA,NA
2016,July,do_mgL,NA,NA,NA,NA,NA,NA
2016,July,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,July,orp_mV,133.53,130,12.95,14,109,168
2016,July,pH,7.81,7.9,0.11,0.2,7.5,8
2016,July,pH_mV,NA,NA,NA,NA,NA,NA
2016,July,salinity_psu,25.39,25.4,0.21,0.3,25.1,26
2016,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,July,temp_c,26.12,26.2,0.4,0.6,24.7,27.3
2016,July,temp_f,79.12,79.14,0.67,0.9,77.62,80.54
2016,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,July,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,August,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,August,conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,August,do_local_percent,NA,NA,NA,NA,NA,NA
2016,August,do_mgL,NA,NA,NA,NA,NA,NA
2016,August,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,August,orp_mV,NA,NA,NA,NA,NA,NA
2016,August,pH,NA,NA,NA,NA,NA,NA
2016,August,pH_mV,NA,NA,NA,NA,NA,NA
2016,August,salinity_psu,NA,NA,NA,NA,NA,NA
2016,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,August,temp_c,NA,NA,NA,NA,NA,NA
2016,August,temp_f,79.28,79.31,0.49,0.62,78.07,80.21
2016,August,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,August,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,September,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,September,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,September,conductivity_uScm,35033.42,35100,636.1,700,33800,36100
2016,September,do_local_percent,NA,NA,NA,NA,NA,NA
2016,September,do_mgL,NA,NA,NA,NA,NA,NA
2016,September,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,September,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,September,orp_mV,473.63,484.5,83.3,146,189,636
2016,September,pH,8.3,8.3,0,0,8.3,8.3
2016,September,pH_mV,NA,NA,NA,NA,NA,NA
2016,September,salinity_psu,22.11,22.1,0.08,0.2,22,22.3
2016,September,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,September,temp_c,24.75,24.8,0.79,0.9,23.1,26
2016,September,temp_f,76.58,76.83,1.41,1.57,73.62,78.86
2016,September,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,September,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,September,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,October,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,October,conductivity_uScm,34103.81,34100,110.98,200,33800,34400
2016,October,do_local_percent,NA,NA,NA,NA,NA,NA
2016,October,do_mgL,NA,NA,NA,NA,NA,NA
2016,October,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,October,orp_mV,670.96,672,34.11,51,559,737
2016,October,pH,8.3,8.3,0,0,8.3,8.3
2016,October,pH_mV,NA,NA,NA,NA,NA,NA
2016,October,salinity_psu,22.4,22.4,0.17,0.2,22.1,22.6
2016,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,October,temp_c,22.84,22.7,0.38,0.7,22.2,23.6
2016,October,temp_f,73.12,72.84,0.68,1.12,72.05,74.58
2016,October,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,October,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,November,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,November,conductivity_uScm,33136.22,33000,481.23,900,32500,34100
2016,November,do_local_percent,NA,NA,NA,NA,NA,NA
2016,November,do_mgL,NA,NA,NA,NA,NA,NA
2016,November,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,November,orp_mV,735.11,737,16.98,24,687,770
2016,November,pH,8.3,8.3,0,0,8.3,8.3
2016,November,pH_mV,NA,NA,NA,NA,NA,NA
2016,November,salinity_psu,22.86,22.9,0.13,0.3,22.6,23.1
2016,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,November,temp_c,21.09,21,0.74,1.4,20,22.4
2016,November,temp_f,69.04,68.67,1.62,3.04,66.82,72.33
2016,November,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,November,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2016,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2016,December,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2016,December,conductivity_uScm,33704.47,33800,506.94,800,32500,34500
2016,December,do_local_percent,NA,NA,NA,NA,NA,NA
2016,December,do_mgL,NA,NA,NA,NA,NA,NA
2016,December,do_saturated_percent,NA,NA,NA,NA,NA,NA
2016,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,December,orp_mV,771.68,772,7.7,10,749,792
2016,December,pH,8.21,8.2,0.07,0.1,8.1,8.3
2016,December,pH_mV,NA,NA,NA,NA,NA,NA
2016,December,salinity_psu,23.19,23.2,0.07,0.1,23.1,23.3
2016,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2016,December,temp_c,21.01,21,0.59,0.9,20,21.9
2016,December,temp_f,69.44,69.69,1.42,2.47,66.42,71.77
2016,December,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2016,December,total_algae_rfu,NA,NA,NA,NA,NA,NA
2016,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,January,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,January,conductivity_uScm,34506.96,34300,595.68,800,33500,35900
2017,January,do_local_percent,NA,NA,NA,NA,NA,NA
2017,January,do_mgL,NA,NA,NA,NA,NA,NA
2017,January,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,January,orp_mV,793.59,794,7.95,11,767,814
2017,January,pH,8.2,8.2,0,0,8.2,8.2
2017,January,pH_mV,NA,NA,NA,NA,NA,NA
2017,January,salinity_psu,23.36,23.4,0.05,0.1,23.3,23.9
2017,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,January,temp_c,21.32,21.3,0.51,0.6,20.1,22.6
2017,January,temp_f,70.46,70.36,0.92,1.12,68.56,72.84
2017,January,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,January,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,February,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,February,conductivity_uScm,35264.88,35200,204.49,300,34800,35600
2017,February,do_local_percent,NA,NA,NA,NA,NA,NA
2017,February,do_mgL,NA,NA,NA,NA,NA,NA
2017,February,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,February,orp_mV,800.48,802,7.41,11,777,813
2017,February,pH,8.28,8.3,0.04,0,8.2,8.3
2017,February,pH_mV,NA,NA,NA,NA,NA,NA
2017,February,salinity_psu,24.31,24.2,0.2,0.5,24.1,24.6
2017,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,February,temp_c,20.88,20.8,0.25,0.3,20.4,21.6
2017,February,temp_f,69.65,69.58,0.44,0.62,68.79,70.92
2017,February,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,February,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,March,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,March,conductivity_uScm,36027.62,36100,478.63,700,35300,37200
2017,March,do_local_percent,NA,NA,NA,NA,NA,NA
2017,March,do_mgL,NA,NA,NA,NA,NA,NA
2017,March,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,March,orp_mV,800.16,803,9.13,12,778,816
2017,March,pH,8.31,8.3,0.05,0,8.2,8.4
2017,March,pH_mV,NA,NA,NA,NA,NA,NA
2017,March,salinity_psu,24.76,24.6,0.23,0.4,24.6,25.1
2017,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,March,temp_c,21.15,20.9,0.68,1.2,20,22.3
2017,March,temp_f,70.12,69.69,1.22,2.19,67.89,72.33
2017,March,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,April,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,April,conductivity_uScm,36358.3,36100,830.37,1600,35100,37700
2017,April,do_local_percent,NA,NA,NA,NA,NA,NA
2017,April,do_mgL,NA,NA,NA,NA,NA,NA
2017,April,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,April,orp_mV,783.53,787,10.96,16,752,800
2017,April,pH,8.27,8.3,0.04,0.1,8.2,8.3
2017,April,pH_mV,NA,NA,NA,NA,NA,NA
2017,April,salinity_psu,25.25,25.3,0.09,0.1,25.1,25.9
2017,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,April,temp_c,20.56,20.6,0.29,0.5,20,21
2017,April,temp_f,68.5,68.62,0.87,1.58,66.71,69.91
2017,April,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,April,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,May,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,May,conductivity_uScm,38198.75,38100,714.25,1100,37000,39800
2017,May,do_local_percent,NA,NA,NA,NA,NA,NA
2017,May,do_mgL,NA,NA,NA,NA,NA,NA
2017,May,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,May,orp_mV,793.5,795,12.08,18,755,833
2017,May,pH,8.3,8.3,0.06,0,8.2,8.4
2017,May,pH_mV,NA,NA,NA,NA,NA,NA
2017,May,salinity_psu,26.54,26.5,0.36,0.8,26.1,27.1
2017,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,May,temp_c,20.93,20.9,0.43,0.6,20.1,22
2017,May,temp_f,69.71,69.58,0.76,1.07,68.11,71.6
2017,May,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,May,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,June,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,June,conductivity_uScm,41352.19,41200,833.99,1200,39600,42900
2017,June,do_local_percent,NA,NA,NA,NA,NA,NA
2017,June,do_mgL,NA,NA,NA,NA,NA,NA
2017,June,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,June,orp_mV,804.26,806,7.18,11,783,816
2017,June,pH,8.2,8.2,0,0,8.2,8.2
2017,June,pH_mV,NA,NA,NA,NA,NA,NA
2017,June,salinity_psu,27.5,27.5,0.22,0.23,27.1,27.9
2017,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,June,temp_c,23.22,23.2,0.67,1,21.7,24.4
2017,June,temp_f,73.82,73.68,1.21,1.86,71.15,76.04
2017,June,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,June,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,July,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,July,conductivity_uScm,43072.65,43200,622.62,1000,41600,44000
2017,July,do_local_percent,NA,NA,NA,NA,NA,NA
2017,July,do_mgL,NA,NA,NA,NA,NA,NA
2017,July,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,July,orp_mV,807.82,808,5,6,794,819
2017,July,pH,8.16,8.2,0.06,0.1,8,8.3
2017,July,pH_mV,NA,NA,NA,NA,NA,NA
2017,July,salinity_psu,27.87,28,0.26,0.1,27.3,28.1
2017,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,July,temp_c,25.02,25.1,0.32,0.3,24.1,25.4
2017,July,temp_f,77.14,77.28,0.46,0.51,75.71,77.84
2017,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,July,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,August,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,August,conductivity_uScm,44540.06,45100,1012.27,1900,42800,46000
2017,August,do_local_percent,NA,NA,NA,NA,NA,NA
2017,August,do_mgL,NA,NA,NA,NA,NA,NA
2017,August,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,August,orp_mV,802.26,803,4.86,6.75,789,814
2017,August,pH,8.08,8.1,0.06,0,7.9,8.2
2017,August,pH_mV,NA,NA,NA,NA,NA,NA
2017,August,salinity_psu,28.51,28.5,0.05,0,28.2,28.8
2017,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,August,temp_c,25.14,25.1,0.23,0.3,24.6,25.6
2017,August,temp_f,77.26,77.22,0.41,0.62,76.27,78.18
2017,August,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,August,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,September,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,September,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,September,conductivity_uScm,44836.28,45000,369.95,300,43800,45200
2017,September,do_local_percent,NA,NA,NA,NA,NA,NA
2017,September,do_mgL,NA,NA,NA,NA,NA,NA
2017,September,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,September,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,September,orp_mV,797.27,797,6.24,7,779,814
2017,September,pH,7.79,7.7,0.18,0.4,7.5,8.1
2017,September,pH_mV,NA,NA,NA,NA,NA,NA
2017,September,salinity_psu,29.47,29.4,0.16,0.1,29.3,29.9
2017,September,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,September,temp_c,24.33,24.5,0.36,0.4,23.1,24.8
2017,September,temp_f,75.79,76.04,0.65,0.73,73.4,76.66
2017,September,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,September,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,September,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,October,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,October,conductivity_uScm,43577.56,43700,410.58,500,42000,44000
2017,October,do_local_percent,NA,NA,NA,NA,NA,NA
2017,October,do_mgL,NA,NA,NA,NA,NA,NA
2017,October,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,October,orp_mV,790.99,792,8.25,10,741,801
2017,October,pH,7.89,7.8,0.18,0.3,7.6,8.4
2017,October,pH_mV,NA,NA,NA,NA,NA,NA
2017,October,salinity_psu,30.07,30,0.43,0.7,29.3,30.6
2017,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,October,temp_c,21.54,21.5,0.54,0.8,20.3,22.5
2017,October,temp_f,70.79,70.7,0.98,1.46,68.45,72.56
2017,October,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,October,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,November,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,November,conductivity_uScm,43384.6,43700,1348.07,2600,40900,45300
2017,November,do_local_percent,NA,NA,NA,NA,NA,NA
2017,November,do_mgL,NA,NA,NA,NA,NA,NA
2017,November,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,November,orp_mV,753.24,758,20.97,21,687,783
2017,November,pH,8.64,8.7,0.18,0.4,8.2,8.8
2017,November,pH_mV,NA,NA,NA,NA,NA,NA
2017,November,salinity_psu,29.54,29.4,0.36,0.2,29.3,30.5
2017,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,November,temp_c,22.52,22.7,0.51,0.5,21.3,23
2017,November,temp_f,72.52,73.01,1,1.28,69.97,73.57
2017,November,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,November,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2017,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2017,December,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2017,December,conductivity_uScm,45891.87,46100,616.02,1100,44500,47100
2017,December,do_local_percent,NA,NA,NA,NA,NA,NA
2017,December,do_mgL,NA,NA,NA,NA,NA,NA
2017,December,do_saturated_percent,NA,NA,NA,NA,NA,NA
2017,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,December,orp_mV,732.09,736,25.25,24,654,775
2017,December,pH,8.53,8.6,0.13,0.2,8.2,8.7
2017,December,pH_mV,NA,NA,NA,NA,NA,NA
2017,December,salinity_psu,30.26,30,0.42,0.6,29.8,31
2017,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2017,December,temp_c,24.06,24.5,1.1,1.6,21.7,25.8
2017,December,temp_f,75.37,76.1,1.98,2.7,71.04,78.8
2017,December,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2017,December,total_algae_rfu,NA,NA,NA,NA,NA,NA
2017,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,January,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2018,January,conductivity_uScm,47140.3,47100,596.66,1000,46200,48500
2018,January,do_local_percent,NA,NA,NA,NA,NA,NA
2018,January,do_mgL,NA,NA,NA,NA,NA,NA
2018,January,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,January,orp_mV,763.69,760,20.93,30,677,803
2018,January,pH,8.54,8.5,0.12,0.2,8.2,8.9
2018,January,pH_mV,NA,NA,NA,NA,NA,NA
2018,January,salinity_psu,30.7,30.5,0.36,0.8,30.2,31.1
2018,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,January,temp_c,24.84,24.8,0.29,0.3,24.1,25.7
2018,January,temp_f,76.77,76.72,0.47,0.56,75.59,78.01
2018,January,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,January,total_algae_rfu,NA,NA,NA,NA,NA,NA
2018,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,February,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2018,February,conductivity_uScm,47730.3,47300,824.55,1700,46700,49200
2018,February,do_local_percent,NA,NA,NA,NA,NA,NA
2018,February,do_mgL,NA,NA,NA,NA,NA,NA
2018,February,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,February,orp_mV,763.46,763,31.79,43,624,803
2018,February,pH,8.62,8.6,0.14,0.1,8.3,9
2018,February,pH_mV,NA,NA,NA,NA,NA,NA
2018,February,salinity_psu,31.27,31,0.41,0.7,30.9,32.1
2018,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,February,temp_c,24.63,24.6,0.42,0.6,23.9,25.6
2018,February,temp_f,76.4,76.27,0.76,1.18,75.09,78.29
2018,February,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,February,total_algae_rfu,NA,NA,NA,NA,NA,NA
2018,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,March,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2018,March,conductivity_uScm,49378.34,49200,504.84,900,48600,50600
2018,March,do_local_percent,NA,NA,NA,NA,NA,NA
2018,March,do_mgL,NA,NA,NA,NA,NA,NA
2018,March,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,March,orp_mV,769.14,771,11.46,13,723,793
2018,March,pH,8.8,8.8,0.06,0,8.7,8.9
2018,March,pH_mV,NA,NA,NA,NA,NA,NA
2018,March,salinity_psu,32.22,32.1,0.28,0.6,32,32.7
2018,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,March,temp_c,24.85,24.9,0.16,0.3,24.5,25.2
2018,March,temp_f,76.81,76.83,0.29,0.39,76.04,77.62
2018,March,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2018,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,April,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2018,April,conductivity_uScm,50128.03,50200,301.22,300,49300,50700
2018,April,do_local_percent,NA,NA,NA,NA,NA,NA
2018,April,do_mgL,NA,NA,NA,NA,NA,NA
2018,April,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,April,orp_mV,784.2,787,15.23,16,717,804
2018,April,pH,8.73,8.8,0.15,0.1,8.3,8.9
2018,April,pH_mV,NA,NA,NA,NA,NA,NA
2018,April,salinity_psu,33.08,33.1,0.07,0.1,33,33.2
2018,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,April,temp_c,24.43,24.6,0.48,0.8,23.3,25.1
2018,April,temp_f,76.03,76.33,0.85,1.41,74.02,77.34
2018,April,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,April,total_algae_rfu,NA,NA,NA,NA,NA,NA
2018,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,May,chlorophyll_ugL,2.88,0,4.64,7,0,14
2018,May,conductivity_uScm,46837.87,47000,356.59,700,46200,47200
2018,May,do_local_percent,NA,NA,NA,NA,NA,NA
2018,May,do_mgL,NA,NA,NA,NA,NA,NA
2018,May,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,May,orp_mV,754.8,747,20,23,702,798
2018,May,pH,8.77,8.8,0.08,0.1,8.6,8.9
2018,May,pH_mV,NA,NA,NA,NA,NA,NA
2018,May,salinity_psu,31.56,31.5,0.15,0.2,31.2,31.7
2018,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,May,temp_c,23.29,23.3,0.2,0.3,22.8,23.5
2018,May,temp_f,74.04,74.08,0.45,0.56,73.01,75.03
2018,May,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,May,total_algae_rfu,0,0,0.06,0,0,3
2018,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,June,chlorophyll_ugL,4.06,0,5.91,9,0,19
2018,June,conductivity_uScm,46757.69,46900,375.97,700,46100,47300
2018,June,do_local_percent,NA,NA,NA,NA,NA,NA
2018,June,do_mgL,NA,NA,NA,NA,NA,NA
2018,June,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,June,orp_mV,801.69,805,7.65,13,778,812
2018,June,pH,8.7,8.7,0,0,8.7,8.7
2018,June,pH_mV,NA,NA,NA,NA,NA,NA
2018,June,salinity_psu,31.2,31.2,0,0,31.2,31.2
2018,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,June,temp_c,23.65,23.8,0.4,0.8,22.9,24.1
2018,June,temp_f,75.24,75.26,0.85,0.96,73.34,76.94
2018,June,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,June,total_algae_rfu,0,0,0,0,0,0
2018,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,July,chlorophyll_ugL,0,0,0,0,0,0
2018,July,conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,July,do_local_percent,NA,NA,NA,NA,NA,NA
2018,July,do_mgL,NA,NA,NA,NA,NA,NA
2018,July,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,July,orp_mV,NA,NA,NA,NA,NA,NA
2018,July,pH,NA,NA,NA,NA,NA,NA
2018,July,pH_mV,NA,NA,NA,NA,NA,NA
2018,July,salinity_psu,NA,NA,NA,NA,NA,NA
2018,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,July,temp_c,NA,NA,NA,NA,NA,NA
