Serial Number:20895591 --

"Date Time, GMT -0700","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","Cancel Calibration","EOF"
2022-03-13 05:30:00,76.88,-80.16,8.13, , , , , , , , , 
2022-03-13 05:45:00,76.88,-80.16,8.13, , , , , , , , , 
2022-03-13 06:00:00,76.88,-80.00,8.12, , , , , , , , , 
2022-03-13 06:15:00,76.88,-79.88,8.12, , , , , , , , , 
2022-03-13 06:30:00,76.88,-79.77,8.12, , , , , , , , , 
2022-03-13 06:45:00,76.88,-79.86,8.12, , , , , , , , , 
2022-03-13 07:00:00,76.88,-79.85,8.12, , , , , , , , , 
2022-03-13 07:15:00,76.88,-79.88,8.12, , , , , , , , , 
2022-03-13 07:30:00,76.92,-79.92,8.12, , , , , , , , , 
2022-03-13 07:45:00,76.92,-79.85,8.12, , , , , , , , , 
2022-03-13 08:00:00,77.01,-80.08,8.13, , , , , , , , , 
2022-03-13 08:15:00,77.05,-80.24,8.13, , , , , , , , , 
2022-03-13 08:30:00,77.09,-80.28,8.13, , , , , , , , , 
2022-03-13 08:45:00,77.14,-80.44,8.13, , , , , , , , , 
2022-03-13 09:00:00,77.14,-80.78,8.14, , , , , , , , , 
2022-03-13 09:15:00,77.18,-80.78,8.14, , , , , , , , , 
2022-03-13 09:30:00,77.18,-81.46,8.15, , , , , , , , , 
2022-03-13 09:45:00,77.27,-82.83,8.18, , , , , , , , , 
2022-03-13 10:00:00,77.31,-83.21,8.18, , , , , , , , , 
2022-03-13 10:15:00,77.36,-83.83,8.19, , , , , , , , , 
2022-03-13 10:30:00,77.44,-84.38,8.20, , , , , , , , , 
2022-03-13 10:45:00,77.53,-85.08,8.22, , , , , , , , , 
2022-03-13 11:00:00,77.57,-85.80,8.23, , , , , , , , , 
2022-03-13 11:15:00,77.57,-85.38,8.22, , , , , , , , , 
2022-03-13 11:30:00,77.62,-84.27,8.20, , , , , , , , , 
2022-03-13 11:45:00,77.66,-85.74,8.23, , , , , , , , , 
2022-03-13 12:00:00,77.62,-83.61,8.19, , , , , , , , , 
2022-03-13 12:15:00,77.62,-83.38,8.19, , , , , , , , , 
2022-03-13 12:30:00,77.66,-84.38,8.20, , , , , , , , , 
2022-03-13 12:45:00,77.62,-83.55,8.19, , , , , , , , , 
2022-03-13 13:00:00,77.66,-85.92,8.23, , , , , , , , , 
2022-03-13 13:15:00,77.66,-85.03,8.22, , , , , , , , , 
2022-03-13 13:30:00,77.66,-86.13,8.24, , , , , , , , , 
2022-03-13 13:45:00,77.62,-85.83,8.23, , , , , , , , , 
2022-03-13 14:00:00,77.57,-86.05,8.24, , , , , , , , , 
2022-03-13 14:15:00,77.57,-85.52,8.23, , , , , , , , , 
2022-03-13 14:30:00,77.53,-85.36,8.22, , , , , , , , , 
2022-03-13 14:45:00,77.53,-86.42,8.24, , , , , , , , , 
2022-03-13 15:00:00,77.49,-86.46,8.24, , , , , , , , , 
2022-03-13 15:15:00,77.44,-86.41,8.24, , , , , , , , , 
2022-03-13 15:30:00,77.44,-86.39,8.24, , , , , , , , , 
2022-03-13 15:45:00,77.40,-85.46,8.22, , , , , , , , , 
2022-03-13 16:00:00,77.36,-85.28,8.22, , , , , , , , , 
2022-03-13 16:15:00,77.40,-85.24,8.22, , , , , , , , , 
2022-03-13 16:30:00,77.36,-85.13,8.22, , , , , , , , , 
2022-03-13 16:45:00,77.27,-84.83,8.21, , , , , , , , , 
2022-03-13 17:00:00,77.27,-84.21,8.20, , , , , , , , , 
2022-03-13 17:15:00,77.27,-84.35,8.20, , , , , , , , , 
2022-03-13 17:30:00,77.27,-84.50,8.21, , , , , , , , , 
2022-03-13 17:45:00,77.23,-83.74,8.19, , , , , , , , , 
2022-03-13 18:00:00,77.23,-83.88,8.20, , , , , , , , , 
2022-03-13 18:15:00,77.23,-83.61,8.19, , , , , , , , , 
2022-03-13 18:30:00,77.23,-83.57,8.19, , , , , , , , , 
2022-03-13 18:45:00,77.18,-83.32,8.19, , , , , , , , , 
2022-03-13 19:00:00,77.18,-83.10,8.18, , , , , , , , , 
2022-03-13 19:15:00,77.14,-82.97,8.18, , , , , , , , , 
2022-03-13 19:30:00,77.14,-82.85,8.18, , , , , , , , , 
2022-03-13 19:45:00,77.14,-82.83,8.18, , , , , , , , , 
2022-03-13 20:00:00,77.09,-82.50,8.17, , , , , , , , , 
2022-03-13 20:15:00,77.09,-82.44,8.17, , , , , , , , , 
2022-03-13 20:30:00,77.05,-82.30,8.17, , , , , , , , , 
2022-03-13 20:45:00,77.05,-82.22,8.17, , , , , , , , , 
2022-03-13 21:00:00,77.01,-82.08,8.16, , , , , , , , , 
2022-03-13 21:15:00,77.01,-82.03,8.16, , , , , , , , , 
2022-03-13 21:30:00,76.96,-81.99,8.16, , , , , , , , , 
2022-03-13 21:45:00,76.96,-81.88,8.16, , , , , , , , , 
2022-03-13 22:00:00,76.96,-81.83,8.16, , , , , , , , , 
2022-03-13 22:15:00,76.92,-81.77,8.16, , , , , , , , , 
2022-03-13 22:30:00,76.92,-81.69,8.16, , , , , , , , , 
2022-03-13 22:45:00,76.92,-81.69,8.16, , , , , , , , , 
2022-03-13 23:00:00,76.92,-81.55,8.15, , , , , , , , , 
2022-03-13 23:15:00,76.92,-81.53,8.15, , , , , , , , , 
2022-03-13 23:30:00,76.92,-81.42,8.15, , , , , , , , , 
2022-03-13 23:45:00,76.92,-81.46,8.15, , , , , , , , , 
2022-03-14 00:00:00,76.92,-81.36,8.15, , , , , , , , , 
2022-03-14 00:15:00,76.92,-81.35,8.15, , , , , , , , , 
2022-03-14 00:30:00,76.92,-81.41,8.15, , , , , , , , , 
2022-03-14 00:45:00,76.88,-81.41,8.15, , , , , , , , , 
2022-03-14 01:00:00,76.88,-81.38,8.15, , , , , , , , , 
2022-03-14 01:15:00,76.88,-81.33,8.15, , , , , , , , , 
2022-03-14 01:30:00,76.88,-81.35,8.15, , , , , , , , , 
2022-03-14 01:45:00,76.92,-81.35,8.15, , , , , , , , , 
2022-03-14 02:00:00,76.88,-81.27,8.15, , , , , , , , , 
2022-03-14 02:15:00,76.92,-81.17,8.15, , , , , , , , , 
2022-03-14 02:30:00,76.88,-81.17,8.15, , , , , , , , , 
2022-03-14 02:45:00,76.92,-81.11,8.15, , , , , , , , , 
2022-03-14 03:00:00,76.92,-81.10,8.14, , , , , , , , , 
2022-03-14 03:15:00,76.88,-81.05,8.14, , , , , , , , , 
2022-03-14 03:30:00,76.92,-80.94,8.14, , , , , , , , , 
2022-03-14 03:45:00,76.92,-80.89,8.14, , , , , , , , , 
2022-03-14 04:00:00,76.92,-80.91,8.14, , , , , , , , , 
2022-03-14 04:15:00,76.92,-80.94,8.14, , , , , , , , , 
2022-03-14 04:30:00,76.92,-80.92,8.14, , , , , , , , , 
2022-03-14 04:45:00,76.88,-80.83,8.14, , , , , , , , , 
2022-03-14 05:00:00,76.88,-80.81,8.14, , , , , , , , , 
2022-03-14 05:15:00,76.88,-80.77,8.14, , , , , , , , , 
2022-03-14 05:30:00,76.88,-80.77,8.14, , , , , , , , , 
2022-03-14 05:45:00,76.88,-80.61,8.14, , , , , , , , , 
2022-03-14 06:00:00,76.88,-80.66,8.14, , , , , , , , , 
2022-03-14 06:15:00,76.88,-80.71,8.14, , , , , , , , , 
2022-03-14 06:30:00,76.92,-80.56,8.13, , , , , , , , , 
2022-03-14 06:45:00,76.88,-80.42,8.13, , , , , , , , , 
2022-03-14 07:00:00,76.88,-80.50,8.13, , , , , , , , , 
2022-03-14 07:15:00,76.92,-80.55,8.13, , , , , , , , , 
2022-03-14 07:30:00,76.92,-80.53,8.13, , , , , , , , , 
2022-03-14 07:45:00,76.96,-80.55,8.13, , , , , , , , , 
2022-03-14 08:00:00,77.05,-80.66,8.14, , , , , , , , , 
2022-03-14 08:15:00,77.09,-80.77,8.14, , , , , , , , , 
2022-03-14 08:30:00,77.14,-80.83,8.14, , , , , , , , , 
2022-03-14 08:45:00,77.18,-80.97,8.14, , , , , , , , , 
2022-03-14 09:00:00,77.27,-81.55,8.15, , , , , , , , , 
2022-03-14 09:15:00,77.31,-81.81,8.16, , , , , , , , , 
2022-03-14 09:30:00,77.40,-83.16,8.18, , , , , , , , , 
2022-03-14 09:45:00,77.40,-83.28,8.18, , , , , , , , , 
2022-03-14 10:00:00,77.40,-83.02,8.18, , , , , , , , , 
2022-03-14 10:15:00,77.49,-83.52,8.19, , , , , , , , , 
2022-03-14 10:30:00,77.57,-84.16,8.20, , , , , , , , , 
2022-03-14 10:45:00,77.62,-83.85,8.19, , , , , , , , , 
2022-03-14 11:00:00,77.66,-83.71,8.19, , , , , , , , , 
2022-03-14 11:15:00,77.71,-84.08,8.20, , , , , , , , , 
2022-03-14 11:30:00,77.71,-83.00,8.18, , , , , , , , , 
2022-03-14 11:45:00,77.75,-83.77,8.19, , , , , , , , , 
2022-03-14 12:00:00,77.75,-83.47,8.19, , , , , , , , , 
2022-03-14 12:15:00,77.75,-83.02,8.18, , , , , , , , , 
2022-03-14 12:30:00,77.79,-83.61,8.19, , , , , , , , , 
2022-03-14 12:45:00,77.75,-83.55,8.19, , , , , , , , , 
2022-03-14 13:00:00,77.75,-83.52,8.19, , , , , , , , , 
2022-03-14 13:15:00,77.79,-84.05,8.20, , , , , , , , , 
2022-03-14 13:30:00,77.75,-83.80,8.19, , , , , , , , , 
2022-03-14 13:45:00,77.71,-83.91,8.20, , , , , , , , , 
2022-03-14 14:00:00,77.75,-85.07,8.22, , , , , , , , , 
2022-03-14 14:15:00,77.71,-84.94,8.21, , , , , , , , , 
2022-03-14 14:30:00,77.71,-85.44,8.22, , , , , , , , , 
2022-03-14 14:45:00,77.71,-85.75,8.23, , , , , , , , , 
2022-03-14 15:00:00,77.66,-85.91,8.23, , , , , , , , , 
2022-03-14 15:15:00,77.62,-84.52,8.21, , , , , , , , , 
2022-03-14 15:30:00,77.62,-84.11,8.20, , , , , , , , , 
2022-03-14 15:45:00,77.57,-84.44,8.21, , , , , , , , , 
2022-03-14 16:00:00,77.53,-84.57,8.21, , , , , , , , , 
2022-03-14 16:15:00,77.49,-84.27,8.20, , , , , , , , , 
2022-03-14 16:30:00,77.44,-84.17,8.20, , , , , , , , , 
2022-03-14 16:45:00,77.44,-84.08,8.20, , , , , , , , , 
2022-03-14 17:00:00,77.40,-83.89,8.20, , , , , , , , , 
2022-03-14 17:15:00,77.40,-83.94,8.20, , , , , , , , , 
2022-03-14 17:30:00,77.36,-83.97,8.20, , , , , , , , , 
2022-03-14 17:45:00,77.36,-83.82,8.19, , , , , , , , , 
2022-03-14 18:00:00,77.36,-83.91,8.20, , , , , , , , , 
2022-03-14 18:15:00,77.31,-83.77,8.19, , , , , , , , , 
2022-03-14 18:30:00,77.27,-83.57,8.19, , , , , , , , , 
2022-03-14 18:45:00,77.27,-83.53,8.19, , , , , , , , , 
2022-03-14 19:00:00,77.27,-83.22,8.18, , , , , , , , , 
2022-03-14 19:15:00,77.23,-82.88,8.18, , , , , , , , , 
2022-03-14 19:30:00,77.23,-82.99,8.18, , , , , , , , , 
2022-03-14 19:45:00,77.23,-83.02,8.18, , , , , , , , , 
2022-03-14 20:00:00,77.18,-82.91,8.18, , , , , , , , , 
2022-03-14 20:15:00,77.18,-82.75,8.17, , , , , , , , , 
2022-03-14 20:30:00,77.14,-82.63,8.17, , , , , , , , , 
2022-03-14 20:45:00,77.09,-82.39,8.17, , , , , , , , , 
2022-03-14 21:00:00,77.05,-82.44,8.17, , , , , , , , , 
2022-03-14 21:15:00,77.05,-82.46,8.17, , , , , , , , , 
2022-03-14 21:30:00,77.01,-82.28,8.17, , , , , , , , , 
2022-03-14 21:45:00,77.01,-82.24,8.17, , , , , , , , , 
2022-03-14 22:00:00,76.96,-81.99,8.16, , , , , , , , , 
2022-03-14 22:15:00,76.96,-81.33,8.15, , , , , , , , , 
2022-03-14 22:30:00,76.96,-81.92,8.16, , , , , , , , , 
2022-03-14 22:45:00,76.96,-81.94,8.16, , , , , , , , , 
2022-03-14 23:00:00,76.92,-81.52,8.15, , , , , , , , , 
2022-03-14 23:15:00,76.92,-81.44,8.15, , , , , , , , , 
2022-03-14 23:30:00,76.92,-81.71,8.16, , , , , , , , , 
2022-03-14 23:45:00,76.88,-81.66,8.16, , , , , , , , , 
2022-03-15 00:00:00,76.88,-81.60,8.15, , , , , , , , , 
2022-03-15 00:15:00,76.88,-81.61,8.15, , , , , , , , , 
2022-03-15 00:30:00,76.88,-81.64,8.15, , , , , , , , , 
2022-03-15 00:45:00,76.88,-81.47,8.15, , , , , , , , , 
2022-03-15 01:00:00,76.88,-80.56,8.13, , , , , , , , , 
2022-03-15 01:15:00,76.92,-80.99,8.14, , , , , , , , , 
2022-03-15 01:30:00,76.88,-80.69,8.14, , , , , , , , , 
2022-03-15 01:45:00,76.88,-81.03,8.14, , , , , , , , , 
2022-03-15 02:00:00,76.88,-81.05,8.14, , , , , , , , , 
2022-03-15 02:15:00,76.83,-81.06,8.14, , , , , , , , , 
2022-03-15 02:30:00,76.88,-80.99,8.14, , , , , , , , , 
2022-03-15 02:45:00,76.88,-80.89,8.14, , , , , , , , , 
2022-03-15 03:00:00,76.88,-80.89,8.14, , , , , , , , , 
2022-03-15 03:15:00,76.88,-80.97,8.14, , , , , , , , , 
2022-03-15 03:30:00,76.88,-80.88,8.14, , , , , , , , , 
2022-03-15 03:45:00,76.88,-76.24,8.05, , , , , , , , , 
2022-03-15 04:00:00,76.88,-77.24,8.07, , , , , , , , , 
2022-03-15 04:15:00,76.88,-77.35,8.08, , , , , , , , , 
2022-03-15 04:30:00,76.88,-80.69,8.14, , , , , , , , , 
2022-03-15 04:45:00,76.88,-80.85,8.14, , , , , , , , , 
2022-03-15 05:00:00,76.88,-80.80,8.14, , , , , , , , , 
2022-03-15 05:15:00,76.92,-80.80,8.14, , , , , , , , , 
2022-03-15 05:30:00,76.88,-79.60,8.12, , , , , , , , , 
2022-03-15 05:45:00,76.88,-80.78,8.14, , , , , , , , , 
2022-03-15 06:00:00,76.88,-80.80,8.14, , , , , , , , , 
2022-03-15 06:15:00,76.83,-80.74,8.14, , , , , , , , , 
2022-03-15 06:30:00,76.88,-80.74,8.14, , , , , , , , , 
2022-03-15 06:45:00,76.88,-80.71,8.14, , , , , , , , , 
2022-03-15 07:00:00,76.88,-80.74,8.14, , , , , , , , , 
2022-03-15 07:15:00,76.88,-80.77,8.14, , , , , , , , , 
2022-03-15 07:30:00,76.92,-80.85,8.14, , , , , , , , , 
2022-03-15 07:45:00,76.92,-81.02,8.14, , , , , , , , , 
2022-03-15 08:00:00,77.01,-81.11,8.14, , , , , , , , , 
2022-03-15 08:15:00,77.09,-81.28,8.15, , , , , , , , , 
2022-03-15 08:30:00,77.14,-81.28,8.15, , , , , , , , , 
2022-03-15 08:45:00,77.23,-81.55,8.15, , , , , , , , , 
2022-03-15 09:00:00,77.27,-81.60,8.15, , , , , , , , , 
2022-03-15 09:15:00,77.31,-82.24,8.17, , , , , , , , , 
2022-03-15 09:30:00,77.36,-82.66,8.17, , , , , , , , , 
2022-03-15 09:45:00,77.36,-83.19,8.18, , , , , , , , , 
2022-03-15 10:00:00,77.44,-83.99,8.20, , , , , , , , , 
2022-03-15 10:15:00,77.49,-84.39,8.20, , , , , , , , , 
2022-03-15 10:30:00,77.44,-82.85,8.18, , , , , , , , , 
2022-03-15 10:45:00,77.53,-83.58,8.19, , , , , , , , , 
2022-03-15 11:00:00,77.53,-83.00,8.18, , , , , , , , , 
2022-03-15 11:15:00,77.57,-83.30,8.18, , , , , , , , , 
2022-03-15 11:30:00,77.62,-83.33,8.18, , , , , , , , , 
2022-03-15 11:45:00,77.66,-83.85,8.19, , , , , , , , , 
2022-03-15 12:00:00,77.71,-85.44,8.22, , , , , , , , , 
2022-03-15 12:15:00,77.75,-85.85,8.23, , , , , , , , , 
2022-03-15 12:30:00,77.75,-85.02,8.22, , , , , , , , , 
2022-03-15 12:45:00,77.75,-85.42,8.22, , , , , , , , , 
2022-03-15 13:00:00,77.75,-87.13,8.26, , , , , , , , , 
2022-03-15 13:15:00,77.75,-86.71,8.25, , , , , , , , , 
2022-03-15 13:30:00,77.75,-86.41,8.24, , , , , , , , , 
2022-03-15 13:45:00,77.71,-86.82,8.25, , , , , , , , , 
2022-03-15 14:00:00,77.66,-86.13,8.24, , , , , , , , , 
2022-03-15 14:15:00,77.62,-86.16,8.24, , , , , , , , , 
2022-03-15 14:30:00,77.53,-85.61,8.23, , , , , , , , , 
2022-03-15 14:45:00,77.57,-86.10,8.24, , , , , , , , , 
2022-03-15 15:00:00,77.53,-85.97,8.23, , , , , , , , , 
2022-03-15 15:15:00,77.49,-85.88,8.23, , , , , , , , , 
2022-03-15 15:30:00,77.49,-85.83,8.23, , , , , , , , , 
2022-03-15 15:45:00,77.44,-85.72,8.23, , , , , , , , , 
2022-03-15 16:00:00,77.40,-85.17,8.22, , , , , , , , , 
2022-03-15 16:15:00,77.40,-84.83,8.21, , , , , , , , , 
2022-03-15 16:30:00,77.36,-84.92,8.21, , , , , , , , , 
2022-03-15 16:45:00,77.36,-85.49,8.23, , , , , , , , , 
2022-03-15 17:00:00,77.31,-85.32,8.22, , , , , , , , , 
2022-03-15 17:15:00,77.31,-85.38,8.22, , , , , , , , , 
2022-03-15 17:30:00,77.27,-84.11,8.20, , , , , , , , , 
2022-03-15 17:45:00,77.27,-83.97,8.20, , , , , , , , , 
2022-03-15 18:00:00,77.27,-83.94,8.20, , , , , , , , , 
2022-03-15 18:15:00,77.27,-83.53,8.19, , , , , , , , , 
2022-03-15 18:30:00,77.27,-84.07,8.20, , , , , , , , , 
2022-03-15 18:45:00,77.27,-83.83,8.19, , , , , , , , , 
2022-03-15 19:00:00,77.23,-83.50,8.19, , , , , , , , , 
2022-03-15 19:15:00,77.23,-83.41,8.19, , , , , , , , , 
2022-03-15 19:30:00,77.23,-83.44,8.19, , , , , , , , , 
2022-03-15 19:45:00,77.18,-83.13,8.18, , , , , , , , , 
2022-03-15 20:00:00,77.18,-83.08,8.18, , , , , , , , , 
2022-03-15 20:15:00,77.18,-82.96,8.18, , , , , , , , , 
2022-03-15 20:30:00,77.14,-82.82,8.18, , , , , , , , , 
2022-03-15 20:45:00,77.09,-82.72,8.17, , , , , , , , , 
2022-03-15 21:00:00,77.09,-82.60,8.17, , , , , , , , , 
2022-03-15 21:15:00,77.09,-82.58,8.17, , , , , , , , , 
2022-03-15 21:30:00,77.05,-82.39,8.17, , , , , , , , , 
2022-03-15 21:45:00,77.05,-82.03,8.16, , , , , , , , , 
2022-03-15 22:00:00,77.01,-82.10,8.16, , , , , , , , , 
2022-03-15 22:15:00,77.01,-82.11,8.16, , , , , , , , , 
2022-03-15 22:30:00,76.96,-82.05,8.16, , , , , , , , , 
2022-03-15 22:45:00,76.96,-81.86,8.16, , , , , , , , , 
2022-03-15 23:00:00,76.96,-81.89,8.16, , , , , , , , , 
2022-03-15 23:15:00,76.92,-81.83,8.16, , , , , , , , , 
2022-03-15 23:30:00,76.92,-81.78,8.16, , , , , , , , , 
2022-03-15 23:45:00,76.92,-81.77,8.16, , , , , , , , , 
2022-03-16 00:00:00,76.92,-81.56,8.15, , , , , , , , , 
2022-03-16 00:15:00,76.92,-81.61,8.15, , , , , , , , , 
2022-03-16 00:30:00,76.88,-81.22,8.15, , , , , , , , , 
2022-03-16 00:45:00,76.92,-81.42,8.15, , , , , , , , , 
2022-03-16 01:00:00,76.88,-81.39,8.15, , , , , , , , , 
2022-03-16 01:15:00,76.88,-81.42,8.15, , , , , , , , , 
2022-03-16 01:30:00,76.88,-81.46,8.15, , , , , , , , , 
2022-03-16 01:45:00,76.92,-81.38,8.15, , , , , , , , , 
2022-03-16 02:00:00,76.88,-81.52,8.15, , , , , , , , , 
2022-03-16 02:15:00,76.88,-81.52,8.15, , , , , , , , , 
2022-03-16 02:30:00,76.92,-81.42,8.15, , , , , , , , , 
2022-03-16 02:45:00,76.88,-81.49,8.15, , , , , , , , , 
2022-03-16 03:00:00,76.88,-81.94,8.16, , , , , , , , , 
2022-03-16 03:15:00,76.88,-82.07,8.16, , , , , , , , , 
2022-03-16 03:30:00,76.88,-81.39,8.15, , , , , , , , , 
2022-03-16 03:45:00,76.88,-81.27,8.15, , , , , , , , , 
2022-03-16 04:00:00,76.88,-81.16,8.15, , , , , , , , , 
2022-03-16 04:15:00,76.88,-81.19,8.15, , , , , , , , , 
2022-03-16 04:30:00,76.88,-81.17,8.15, , , , , , , , , 
2022-03-16 04:45:00,76.88,-81.14,8.15, , , , , , , , , 
2022-03-16 05:00:00,76.88,-81.25,8.15, , , , , , , , , 
2022-03-16 05:15:00,76.88,-80.91,8.14, , , , , , , , , 
2022-03-16 05:30:00,76.88,-80.94,8.14, , , , , , , , , 
2022-03-16 05:45:00,76.88,-80.81,8.14, , , , , , , , , 
2022-03-16 06:00:00,76.88,-80.88,8.14, , , , , , , , , 
2022-03-16 06:15:00,76.88,-80.81,8.14, , , , , , , , , 
2022-03-16 06:30:00,76.88,-80.71,8.14, , , , , , , , , 
2022-03-16 06:45:00,76.88,-80.71,8.14, , , , , , , , , 
2022-03-16 07:00:00,76.88,-80.69,8.14, , , , , , , , , 
2022-03-16 07:15:00,76.88,-80.55,8.13, , , , , , , , , 
2022-03-16 07:30:00,76.92,-80.61,8.14, , , , , , , , , 
2022-03-16 07:45:00,76.96,-80.66,8.14, , , , , , , , , 
2022-03-16 08:00:00,77.01,-80.74,8.14, , , , , , , , , 
2022-03-16 08:15:00,77.09,-80.83,8.14, , , , , , , , , 
2022-03-16 08:30:00,77.14,-80.96,8.14, , , , , , , , , 
2022-03-16 08:45:00,77.23,-81.22,8.15, , , , , , , , , 
2022-03-16 09:00:00,77.27,-81.49,8.15, , , , , , , , , 
2022-03-16 09:15:00,77.36,-81.74,8.16, , , , , , , , , 
2022-03-16 09:30:00,77.36,-82.30,8.17, , , , , , , , , 
2022-03-16 09:45:00,77.44,-83.69,8.19, , , , , , , , , 
2022-03-16 10:00:00,77.36,-81.38,8.15, , , , , , , , , 
2022-03-16 10:15:00,77.49,-83.35,8.19, , , , , , , , , 
2022-03-16 10:30:00,77.49,-82.94,8.18, , , , , , , , , 
2022-03-16 10:45:00,77.53,-82.64,8.17, , , , , , , , , 
2022-03-16 11:00:00,77.57,-82.92,8.18, , , , , , , , , 
2022-03-16 11:14:07, , , ,Logged, , , , , , , , 
2022-03-16 11:14:08, , , , ,Logged, , , , , , , 
2022-03-16 11:14:10, , , , , ,Logged, , , , , , 
2022-03-16 11:14:18, , , , , , ,Logged, , , , , 
2022-03-16 11:15:00,81.44,-21.27,7.03, , , , , , , , , 
2022-03-16 11:15:09, , , , , , , , , , ,Logged, 
2022-03-16 11:15:52, , , , , , ,Logged, , , , , 
2022-03-16 11:21:14, , , , , , , ,S: 92.7% O: -17.90 mV, , , , 
2022-03-16 11:21:20, , , , , , , , ,"4.01 pH, 6.99 pH, 9.95 pH",Logged, , 
2022-03-16 11:30:00,79.37,-201.30,10.33, , , , , , , , , 
2022-03-16 11:45:00,78.19,-84.49,8.21, , , , , , , , , 
2022-03-16 12:00:00,77.75,-84.24,8.21, , , , , , , , , 
2022-03-16 12:15:00,77.66,-83.52,8.19, , , , , , , , , 
2022-03-16 12:30:00,77.71,-84.94,8.22, , , , , , , , , 
2022-03-16 12:45:00,77.84,-85.99,8.24, , , , , , , , , 
2022-03-16 13:00:00,77.84,-86.64,8.25, , , , , , , , , 
2022-03-16 13:15:00,77.79,-86.88,8.26, , , , , , , , , 
2022-03-16 13:30:00,77.75,-88.64,8.29, , , , , , , , , 
2022-03-16 13:45:00,77.66,-88.35,8.28, , , , , , , , , 
2022-03-16 14:00:00,77.62,-88.14,8.28, , , , , , , , , 
2022-03-16 14:15:00,77.62,-88.10,8.28, , , , , , , , , 
2022-03-16 14:30:00,77.53,-87.72,8.27, , , , , , , , , 
2022-03-16 14:45:00,77.49,-87.78,8.27, , , , , , , , , 
2022-03-16 15:00:00,77.49,-87.61,8.27, , , , , , , , , 
2022-03-16 15:15:00,77.44,-87.57,8.27, , , , , , , , , 
2022-03-16 15:30:00,77.44,-86.86,8.26, , , , , , , , , 
2022-03-16 15:45:00,77.40,-85.86,8.24, , , , , , , , , 
2022-03-16 16:00:00,77.36,-87.14,8.26, , , , , , , , , 
2022-03-16 16:15:00,77.36,-87.11,8.26, , , , , , , , , 
2022-03-16 16:30:00,77.31,-87.17,8.26, , , , , , , , , 
2022-03-16 16:45:00,77.27,-87.57,8.27, , , , , , , , , 
2022-03-16 17:00:00,77.23,-86.92,8.26, , , , , , , , , 
2022-03-16 17:15:00,77.18,-85.53,8.23, , , , , , , , , 
2022-03-16 17:30:00,77.18,-85.35,8.23, , , , , , , , , 
2022-03-16 17:45:00,77.18,-85.10,8.22, , , , , , , , , 
2022-03-16 18:00:00,77.14,-84.83,8.22, , , , , , , , , 
2022-03-16 18:15:00,77.14,-84.21,8.21, , , , , , , , , 
2022-03-16 18:30:00,77.14,-83.83,8.20, , , , , , , , , 
2022-03-16 18:45:00,77.14,-83.86,8.20, , , , , , , , , 
2022-03-16 19:00:00,77.09,-83.63,8.20, , , , , , , , , 
2022-03-16 19:15:00,77.09,-83.46,8.20, , , , , , , , , 
2022-03-16 19:30:00,77.05,-83.36,8.19, , , , , , , , , 
2022-03-16 19:45:00,77.05,-83.33,8.19, , , , , , , , , 
2022-03-16 20:00:00,77.05,-83.39,8.19, , , , , , , , , 
2022-03-16 20:15:00,77.05,-83.39,8.19, , , , , , , , , 
2022-03-16 20:30:00,77.01,-83.24,8.19, , , , , , , , , 
2022-03-16 20:45:00,77.01,-83.11,8.19, , , , , , , , , 
2022-03-16 21:00:00,76.96,-83.03,8.19, , , , , , , , , 
2022-03-16 21:15:00,76.96,-82.92,8.19, , , , , , , , , 
2022-03-16 21:30:00,76.96,-82.80,8.18, , , , , , , , , 
2022-03-16 21:45:00,76.96,-82.69,8.18, , , , , , , , , 
2022-03-16 22:00:00,76.92,-82.64,8.18, , , , , , , , , 
2022-03-16 22:15:00,76.88,-82.55,8.18, , , , , , , , , 
2022-03-16 22:30:00,76.88,-82.57,8.18, , , , , , , , , 
2022-03-16 22:45:00,76.88,-82.50,8.18, , , , , , , , , 
2022-03-16 23:00:00,76.88,-82.50,8.18, , , , , , , , , 
2022-03-16 23:15:00,76.88,-82.49,8.18, , , , , , , , , 
2022-03-16 23:30:00,76.88,-82.47,8.18, , , , , , , , , 
2022-03-16 23:45:00,76.88,-82.49,8.18, , , , , , , , , 
2022-03-17 00:00:00,76.88,-82.46,8.18, , , , , , , , , 
2022-03-17 00:15:00,76.92,-82.38,8.18, , , , , , , , , 
2022-03-17 00:30:00,76.88,-82.28,8.17, , , , , , , , , 
2022-03-17 00:45:00,76.88,-82.22,8.17, , , , , , , , , 
2022-03-17 01:00:00,76.88,-82.21,8.17, , , , , , , , , 
2022-03-17 01:15:00,76.88,-82.16,8.17, , , , , , , , , 
2022-03-17 01:30:00,76.88,-82.07,8.17, , , , , , , , , 
2022-03-17 01:45:00,76.88,-82.17,8.17, , , , , , , , , 
2022-03-17 02:00:00,76.88,-82.10,8.17, , , , , , , , , 
2022-03-17 02:15:00,76.88,-82.08,8.17, , , , , , , , , 
2022-03-17 02:30:00,76.88,-81.97,8.17, , , , , , , , , 
2022-03-17 02:45:00,76.83,-82.03,8.17, , , , , , , , , 
2022-03-17 03:00:00,76.88,-82.03,8.17, , , , , , , , , 
2022-03-17 03:15:00,76.88,-82.07,8.17, , , , , , , , , 
2022-03-17 03:30:00,76.83,-81.97,8.17, , , , , , , , , 
2022-03-17 03:45:00,76.88,-81.92,8.17, , , , , , , , , 
